labels,text
ar,بين ستيشن ‏ هي مدينة تقع بولاية تينيسي في وسط شرق الولايات المتحدة. تأسست عام 1776، تبلغ مساحة هذه المدينة (كم²)، وترتفع عن سطح البحر م، بلغ عدد سكانها 2826 نسمة في عام 2010 حسب إحصاء مكتب تعداد الولايات المتحدة وتصل الكثافة السكانية فيها نسمة/كم2.
vi,Trần Đình Bá (1867-1933) là một quan đại thần dưới triều Nguyễn.
ja,千葉県道273号上布施勝浦線（ちばけんどう273ごうかみふせかつうらせん）は、千葉県夷隅郡御宿町上布施から勝浦市新戸へ至る一般県道である。
th,"สามเราต้องรอด เป็นละครชุดทางโทรทัศน์ในปีพ.ศ. 2562 แสดงนำโดย เวอาห์ แสงเงิน (จอส),ลภัสลัล จิรเวชสุนทรกุล (มายด์) และ ตะวัน วิหครัตน์ (เต)"
vi,"Hội Chữ thập đỏ Việt Nam là tổ chức xã hội quần chúng, thành viên của Mặt trận Tổ quốc Việt Nam, thành viên của Phong trào Chữ thập đỏ – Trăng lưỡi liềm đỏ quốc tế. Hội hoạt động trong phạm vi cả nước, theo Hiến pháp và pháp luật nước Cộng hòa xã hội chủ nghĩa Việt Nam. Điều lệ và nguyên tắc cơ bản tương tự của Phong trào Chữ thập đỏ là Nhân đạo, Vô tư, Trung lập, Độc lập, Tự nguyện, Thống nhất, Toàn cầu."
tr,"Eriha Filistin Ulusal Yönetimi'nin Batı Şeria bölümünde Ürdün Nehri yanında yer alan bir yerleşim yeridir. Eriha valiliği'nin merkezidir ve Fetih partisi tarafından yönetilir. 2007 yılı itibarıyla 18,346 nüfusa sahiptir. 1517-1918 yılları arasında Osmanlı hakimiyeti altında olan şehir, 1949'dan 1967'ye kadar Ürdün tarafından işgal edildi ve 1967'den itibaren İsrail işgali altında tutuldu; 1994 yılında idari kontrol Filistin Yönetimi'ne verildi. Dünyanın en eski yerleşim bölgelerinden biri olduğuna inanılmaktadır ve dünyanın bilinen en eski koruyucu duvarına sahip şehridir. Şehrin, dünyanın en eski taş kulesine sahip olduğu da düşünüldü, ancak Tel Karamel, Suriye'deki kazılarda daha eski taş kuleler keşfedildi."
ar,رالي فنلندا 2011 هو سباق رالي أقيم في الفترة من يوليو 28 إلى 2011 في يوفاسكولا. كان الجولة الثامنة ضمن بطولة العالم للراليات موسم 2011. تكون الرالي من 22 مرحلة. فاز سيباستيان لوب ببطولة السائقين.
vi,"Rašovice là một làng thuộc huyện Vyškov, vùng Jihomoravský, Cộng hòa Séc."
vi,"Thế vận hội Mùa hè 1896, tên chính thức là Thế vận hội Mùa hè lần thứ I, là sự kiện thể thao quốc tế được tổ chức tại thành phố Athens, thủ đô của Hy Lạp, từ ngày 6 đến 15 tháng 4 năm 1896. Đây chính là kỳ Thế vận hội đầu tiên được tổ chức trong thời kỳ hiện đại. Hy Lạp cổ đại vốn là cái nôi của phong trào Olympic, do đó Athens được coi như sự lựa chọn thích hợp nhất để tổ chức cho kỳ Thế vận hội hiện đại đầu tiên. Thành phố này được nhất trí chọn làm nơi đăng cai kỳ Olympic đầu tiên trong cuộc hội nghị do Pierre de Coubertin, một nhà sư phạm và sử gia người Pháp, tổ chức tại Paris vào ngày 23 tháng 6 năm 1894. Ủy ban Olympic quốc tế (IOC) cũng được thành lập nhân hội nghị này."
ar,آن أونيل ‏ هي ممثلة أمريكية، ولدت في 23 ديسمبر 1893 في سانت لويس في الولايات المتحدة، وتوفيت في 24 نوفمبر 1971 في وودلاند هيلز، كاليفورنيا في الولايات المتحدة.
vi,"Hahn là một đô thị ở huyện Rhein-Hunsrück bang Rheinland-Pfalz, phía tây nước Đức. Sân bay Frankfurt-Hahn ở gần Hahn."
zh,丘布特省（Chubut）為南美國家阿根廷二十三省之一，位於阿根廷中部（如右圖之5位置），該省首府為罗森。
tr,"Alaattin Baydar, Türk millî futbolcudur."
zh,拉旺西亚-埃佩尔西 是法国汝拉省的一个市镇，属于圣克洛德区。
ar,جوشوا أوروبوسا زيركزي هو لاعب كرة قدم هولندي يلعب في مركز الهجوم مع نادي بايرن ميونخ ب في الدوري الألماني الدرجة الثالثة.
tr,"Krasiński Sarayı İngiliz Milletler Topluluğu Sarayı olarak da bilinir. Polonya'nın Varşova kentinde, Krasiński Meydanı'nda yeniden inşa edilmiş bir Barok saraydır. Başlangıçta güçlü Krasiński ailesi için 1677 ile 1683 yılları arasında inşa edilmiş, 2. Dünya Savaşı sırasında ağır hasar görmüş ve 20. yüzyılın ortalarında yeniden inşa edilmiştir."
ru,Бени Ференци — венгерский скульптор и график. Сын художника Кароя Ференци и художницы Ольги Фиалки.
ar,FXYD1‏ هوَ بروتين يُشَفر بواسطة جين FXYD1 في الإنسان.
ar,فرانك ميتشيل ‏ هو مقدم تلفزيوني بريطاني، ولد في 24 يوليو 1963.
ja,"アルチェーヴィア は、イタリア共和国マルケ州アンコーナ県にある、人口約4,200人の基礎自治体（コムーネ）。"
vi,"Tyche là một tiểu hành tinh tương đối lớn, thuộc kiểu quang phổ S, ở vành đai chính. Ngày 4 tháng 5 năm 1886, nhà thiên văn học người Đức Karl T. R. Luther phát hiện tiểu hành tinh Tyche khi ông thực hiện quan sát tại Đài quan sát Düsseldorf-Bilk và đặt tên nó theo tên Tyche, nữ thần may mắn trong thần thoại Hy Lạp, tương đương với nữ thần Fortuna trong thần thoại La Mã."
ja,プリンス・ストリート駅 はニューヨーク市地下鉄BMTブロードウェイ線の駅である。マンハッタン区ソーホーのブロードウェイとプリンス・ストリートの交差点に位置し、N系統が休日と深夜のみ、Q系統が深夜のみ、R系統が深夜を除く終日、W系統が平日のみ停車する。
en,"Soil-transmitted helminthiasis is a type of worm infection (helminthiasis) caused by different species of roundworms. It is caused specifically by those worms which are transmitted through soil contaminated with faecal matter and are therefore called soil-transmitted helminths. Three types of soil-transmitted helminthiasis can be distinguished: ascariasis, hookworm infection and whipworm infection. These three types of infection are therefore caused by the large roundworm A. lumbricoides, the hookworms Necator americanus or Ancylostoma duodenale and by the whipworm Trichuris trichiura."
it,"Sancha è stata Contessa consorte di Tolosa, per alcuni mesi, verso il 1060, e poi contessa consorte di Urgell dal 1063 al 1065."
en,"Kunnam is a state assembly constituency in Tamil Nadu, India newly formed after constituency delimitations 2008. Its State Assembly Constituency number is 148. It is included in the Perambalur parliamentary constituency. It is one of the 234 State Legislative Assembly Constituencies in Tamil Nadu."
tr,"Jacqueline Susan McKenzie, Avustralyalı oyuncu. Rol aldığı televizyon dizisi The 4400 ile bilinir."
ru,Мо́ника Бляйбтрой — австрийская актриса театра и кино. Мать немецкого актёра Морица Бляйбтроя.
it,"Massimo Cirri è un conduttore radiofonico, psicologo e drammaturgo italiano."
th,เมืองสิงห์ เป็นเมืองที่มีประชากรส่วนใหญ่เป็นชาวไทลื้อ เพราะอยู่ใกล้สิบสองปันนาในมณฑลยูนนาน ประเทศจีน ชาวไทลื้ออาศัยในพื้นที่ลุ่ม ส่วนบนเขตภูเขาเป็นที่อยู่ของชาวม้ง ชาวเย้า เมืองนี้อยู่ทางตะวันตกเฉียงเหนือของเมืองหลวงน้ำท่าประมาณ 60 กิโลเมตร และทางตะวันตกเฉียงเหนือของเวียงจันทน์ 360 กิโลเมตร
ja,C・ゴードン・ベル(C. Gordon Bell、1934年8月19日 - )は、アメリカ合衆国の計算機工学者、実業家。著名なコンピュータ技術者でありマネージャ。ディジタル・イクイップメント・コーポレーション(DEC)の初期の従業員としてPDPシリーズのいくつかの機種を設計し、技術部門の副社長としてVAXの開発を統括した。その後、起業家、発明家、NSFの情報科学部門のアシスタントディレクター (1986-1987)、マイクロソフトでの研究 (1995-) などの仕事についている。
zh,圣热姆 是法国吉伦特省的一个市镇，属于朗贡区。该市镇总面积9.55平方公里，2009年时的人口为236人。
ru,Памятник авиаторам — памятник-стела с самолётом в городе Новочеркасске Ростовской области.
en,"Rantis is a Palestinian town in the West Bank, located in the northwestern Ramallah and al-Bireh Governorate, 33 kilometers northwest of Ramallah. According to the Palestinian Central Bureau of Statistics, it had a population of 3,179 in 2017. Its population consists primarily of six clans: Danoun, Wahdan, Khallaf, Ballot, Dar Abo Salim, al-Ryahee and Hawashe."
zh,傈僳族 發源於青康藏高原北部，是中国、緬甸、印度、和泰國的一个跨國性質的少数民族，主要分布中心在中國原來的西康省（即現今四川省東部及西藏西部之間的州縣）和古代雲南騰越州的坎底地區、江心坡地區。
es,"Lumberton es una ciudad ubicada en el condado de Robeson en el estado estadounidense de Carolina del Norte. Es sede del condado de Robeson. La localidad en el año 2000, tenía una población de 20.795 habitantes en una superficie de 40.9 km², con una densidad poblacional de 510.6 personas por km²."
es,Heteroderes es un género de escarabajos de la familia Elateridae.
es,"El guabairo, guabairo de Puerto Rico, chotacabras portorriqueño es una especie de ave caprimulgiforme de la familia de los chotacabras (Caprimulgidae). Habita en los bosques secos costeros en ciertas zonas del suroeste de Puerto Rico."
ar,ألبونيس ‏ هي بلدة تقع في مقاطعة بافيا بإقليم لومبارديا في شمال إيطاليا. تبلغ مساحة هذه المدينة 4.3 (كم²)، وترتفع عن سطح البحر 113 م، بلغ عدد سكانها 492 نسمة في عام 2004 حسب إحصاء المعهد الوطني للإحصاء.
ja,熊野有馬氏（くまのありまし）は、熊野の国人領主・熊野別当家の出と言われ、産田神社神官の榎本氏が有馬一帯に勢力をはり有馬氏を名乗ったことに始まるという。
fr,Melangyna est un genre de mouches du sous-ordre des Brachycera.
vi,"Đế quốc La Mã hay Đế quốc Rôma là giai đoạn tiếp nối Cộng hòa La Mã cổ đại. Chính thể Đế chế La Mã, được cai trị bởi các quân chủ gọi là hoàng đế La Mã, thống lĩnh các vùng đất rộng lớn bao quanh Địa Trung Hải ở châu Âu, Bắc Phi, và Tây Á. Kể từ khi Caesar Augustus đăng cơ cho tới thời kỳ loạn lạc vào thế kỷ thứ 3, La Mã theo chế độ Nguyên thủ một hoàng đế, đóng đô ở Rôma, lấy Italia làm đất mẫu với nhiều tỉnh phụ thuộc. La Mã về sau được cai trị bởi nhiều hoàng đế, san sẻ quyền lực để kiểm soát hiệu quả hơn cực đông và cực tây Đế quốc. Thành Rôma vẫn là kinh đô trên danh nghĩa của cả hai nửa cho tới năm 476, thời điểm mà phù hiệu đế chế được gửi tới Constantinopolis sau khi Ravenna rơi vào tay các tộc rợ Giécmanh. Việc thụ nhận đạo Kitô như là quốc giáo của La Mã vào năm 380 và sự thất thủ của Tây La Mã trước các cuộc xâm lấn của các vương quốc Giécmanh được lấy làm mốc đánh dấu cho sự chấm dứt của thời kỳ cổ đại Hy-La và sự khởi đầu của thời kỳ Trung cổ ở phương Tây. Cũng do những sự kiện ấy, cộng với quá trình Hy Lạp hóa dần dần các tỉnh phía đông, giới sử học đã đặt tên riêng cho nhà nước La Mã kế tục còn sót lại ở phía đông là Đế quốc Byzantine."
ja,善光寺東海別院（ぜんこうじとうかいべついん）は、愛知県稲沢市祖父江町祖父江南川原57-2にある単立の仏教寺院である。
en,"Clavator moreleti is a species of air-breathing land snail, terrestrial pulmonate gastropod mollusks in the family Acavidae."
th,ปีเตอร์ ฟัน โฟลเลินโฮเฟิน พระสวามีในเจ้าหญิงมาร์ครีตแห่งเนเธอร์แลนด์ พระราชธิดาพระองค์ที่ 3 ในสมเด็จพระราชินีนาถยูเลียนาแห่งเนเธอร์แลนด์กับ เจ้าชายแบร์นฮาร์ทแห่งลิพเพอ-บีสเทอร์เฟ็ลท์ ถึงแม้ทั้ง2 จะเสกสมรสกันโดยต่างฐานันดรกล่าวคือ สามัญชนและเจ้าฟ้าหญิง แต่พระบุตรที่ประสูติในภายหน้า จะมีฐานันดรชั้น เฮอร์/ฮิส ไฮเนส และพระยศที่ เจ้าหญิง/เจ้าชายแห่งออเรนจ์-นัสเซา ปัจจุบันทั้ง 2 มีพระโอรสร่วม 4 พระองค์
zh,金优镇 是一名韩国射箭运动员，现男子个人反曲弓世界纪录拥有者。他是右撇子，并使用30-英寸（76-）的箭和46英磅（21）的弓。在2016年夏季奥林匹克运动会上。他作为韩国男子射箭队成员赢得他的第一面奥运会金牌，在男子团体射箭决赛中击败美国队。
es,Anno II fue arzobispo de Colonia desde 1056 hasta su muerte. Entre 1063 y 1065 actuó como regente del Sacro Imperio Romano durante la minoría del emperador Enrique IV. Anno es venerado como santo por la Iglesia católica.
th,ธงชาติเซนต์ลูเชีย เริ่มใช้มาตั้งแต่วันที่ 1 มีนาคม พ.ศ. 2510 หลังการประกาศเอกราชจากสหราชอาณาจักรไม่นาน ลักษณะเป็นธงสี่เหลี่ยมผืนผ้าพื้นสีฟ้า กลางธงเป็นรูปสามเหลี่ยมซ้อนทับกัน 3 รูป รูปที่อยู่ข้างหลังสุดพื้นสีขาว สามเหลี่ยมที่อยู่ถัดเข้ามาข้างในพื้นสีดำ และสามเหลี่ยมที่อยู่ข้างหน้าสุดพื้นสีเหลือง โดยฐานรูปสามเหลี่ยมสีเหลืองนั้นกว้างเท่ากับฐานของรูปสีขาว รูปเหล่านี้เมื่อนำมารวมกันแล้วมีลักษณะคล้ายหัวลูกศร แบบธงดังกล่าวนี้มีเมื่อแรกประกาศใช้นั้นพื้นสีฟ้าจะเข้มมาก รูปสามเหลี่ยมสีเหลืองมีขนาดเตี้ยกว่าที่ใช้ในปัจจุบัน และสัดส่วนธงเป็นกว้าง 2 ส่วน ยาว 3 ส่วน ต่อมาได้ปรับแบบให้ใกล้เคียงกับธงที่ใช้ในปัจจุบันมากขึ้นเมื่อปี พ.ศ. 2522 โดยขยายสัดส่วนธงเป็น 1:2 แต่พื้นธงสีฟ้านั้นยังคงเข้มอยู่ ภายหลังจึงปรับระดับพื้นสีฟ้าให้อ่อนลงในปี พ.ศ. 2545 ซึ่งก็คือแบบธงที่ใช้ในปัจจุบัน
zh,黃鏡峰（1930年9月5日—2012年3月11日），臺灣政治人物，出生於臺東縣，曾任臺東縣縣長、臺中市代理市長。
vi,Euphorbia schinzii là một loài thực vật có hoa trong họ Đại kích. Loài này được Pax mô tả khoa học đầu tiên năm 1898.
fr,"Bogumił Kobiela, né le 31 mai 1931 à Katowice et mort le 10 juillet 1969 à Gdańsk, est un acteur de théâtre et de cinéma polonais."
it,"Monticelli Ripa d'Oglio è una frazione del comune di Pessina Cremonese, in provincia di Cremona."
ja,フィリップス・コレクション は、ワシントンD.C.にある美術館である。
zh,紫啸鸫（学名：），又名，为鶲科啸鸫属的鸟类，俗稱石青、乌精、鸣鸡、铁老鸦、山鸣鸡、萧声鸫。分布于中亚、阿富汗、巴基斯坦、印度以至东南亚、南达爪哇以及中国大陆的河北、山西、陕西、宁夏、甘肃等南部以南地区、西达西藏等地，主要栖息于多石的山溪或崎岖岩石间。该物种的模式产地在广州。
ar,أرلينغتون هايتس ‏ هي منطقة سكنية تقع في الولايات المتحدة في مقاطعة هاملتون، أوهايو. يقدر عدد سكانها بـ 745 نسمة ومساحتها 0.70 كم2 وترتفع عن سطح البحر 169 متر.
es,"Vega de Villafufre es una localidad del municipio de Villafufre. En el año 2021 contaba con una población de 393 habitantes (INE). La localidad se encuentra situada a 222 metros de altitud sobre el nivel del mar, y a 2,5 kilómetros de distancia de la capital municipal, Villafufre. Destaca de la localidad, el monasterio de La Canal, declarado Bien de Interés Local en el año 2003, y la antigua biblioteca de Lope de Vega, precedida de un rollo heráldico declarado Bien de Interés Cultural en el año 2002. Con anterioridad fue conocida como Vega de Carriedo."
en,"Mobile Suit SD Gundam  is a series of animated shorts released in theaters and as original video animation between 1988 and 1993 by Sunrise. Part of the SD Gundam media franchise, the anime was based on the popular Gashapon capsule toys and model kits being released by Bandai at the time."
zh,马卡凡·所罗门·阿拉比，尼日利亚职业篮球运动员。他在2010年NBA选秀中第2轮第50顺位被达拉斯小牛选中。
ja,河野 広中 は、日本の武士（三春藩士）、政治家。第11代衆議院議長。磐州と号した。福島県庁前に「河野磐州翁」の銅像が立っている。
it,Kai Wiesinger è un attore e produttore cinematografico tedesco.
zh,言峰綺禮 是Fate系列中的角色，曾先后在《Fate/Stay Night》、《Fate/Zero》、《Fate/Grand Order》等作品中登场。角色配音由中田讓治担任并由武内崇角色设计。在《Fate/Grand Order》中被妖僧格里戈里·拉斯普京凭依，除此之外还有阿茲達哈卡和巴卢，因此以Alterego的职介现界。
es,"El Museo Rietberg es un museo en Zúrich, Suiza, especializado en exhibiciones de arte asiático, africano, americano y oceánico. Es el más grande museo de arte de culturas no europeas en Suiza, el tercer museo más grande de Zúrich y el más grande regido por la propia ciudad.[cita requerida]"
it,Domenico Angeli è stato un filantropo italiano.
fr,"Alpha Yaya Diallo est un guerrier peul connu sous le nom de « roi » de Labé, l'une des provinces du Fouta-Djalon."
tr,Johnson City ABD'nin Tennessee eyaletine bağlı Washington ilçesinde bulunan bir şehirdir. Şehrin nüfusu 2010 sayımına göre 63.152'dir.
tr,"NGC 208, Yeni Genel Katalog'da yer alan bir galaksidir. Gökyüzünde Balıklar takımyıldızı yönünde bulunur. Sa tipi bir sarmal galaksidir. Alman astronom Albert Marth tarafından 1863 yılında 121,92 cm (48,00 in) çaplı aynalı tip bir teleskopla keşfedilmiştir."
tr,"NGC 499, Yeni Genel Katalog'da yer alan bir galaksidir. Gökyüzünde Balıklar takımyıldızı yönünde bulunur. E-S0 tipi bir merceksi, eliptik galaksidir. İngiliz astronom William Herschel tarafından 1784 yılında 47,5 cm çaplı aynalı tip bir teleskopla keşfedilmiştir."
it,"Atropo o Le Parche è un dipinto a olio su intonaco trasportato su tela del pittore spagnolo Francisco Goya e conservato al museo del Prado di Madrid facente parte delle quattordici pitture nere dipinte tra il 1819 e il 1823. Goya in preda alla disperazione mentale e fisica creò la serie direttamente sulle pareti interne della casa conosciuta come la Quinta del Sordo, acquistata nel 1819."
en,"The EMD GP40-2 is a 4-axle diesel-electric locomotive built by General Motors Electro-Motive Division as part of its Dash 2 line between April 1972 and December 1986. The locomotive's power is provided by an EMD 645E3 16-cylinder engine which generates 3,000 horsepower (2.24 MW)."
tr,"Osteoklast, kemik matriksini yok ederek kemik dokusunu ortadan kaldıran bir çeşit kemik hücresi. Bu işleme kemik rezorpsiyonu denir. Osteoklast monosit ya da monosit benzeri hücre kaynaklı çok çekirdekli fagositik hücredir. Normal kemik dokusunda osteoblast ve osteoklast denge halindedir.150 mikron büyüklüğünde iri hücrelerdir. kemik dokusunu yıkıma uğratır. mononükleer fagositik sistemin üyesidir. kemik yapımı sırasında trabeküllerin yüzeyinde ya da kompakt kısımlarının iç yüzeylerinde yerleşerek buraları eritir.Yikim sırasında enzimatik aktivite ile açılan Hawship lakünası adı verilen çukurcuklara yerleşirler.Osteoklastlar genelde kemiğin yeniden şekillendiği bolgelerde fazladır. Osteoklast etkisi paratroid ve kalsitonin etkisi altındadır.Paratroid aktiviteyi artırırken kalsitonin azaltır."
tr,"Cessna 208 Caravan, Cessna tarafından üretilen ABD yapımı bir turboprop genel maksat uçağıdır. İlk uçuşunu 9 Aralık 1982 tarihinde gerçekleştirmiş olup 1984 yılında hizmete girmiştir. Uçak, genellikle tek bir pilotla dokuz yolcu kapasitesine sahipken FAR Part 23'ün çıkarılmasıyla 14 yolcuyu alabilmektedir. Uçak nakliye amaçlı da kullanılmaktadır.."
it,Alex Righetti è un allenatore di pallacanestro ed ex cestista italiano.
en,"Cyperus procerus is a species of sedge that is native to parts of Africa, Asia and Australia."
vi,"Quận Rockingham là một quận nằm ở tiểu bang Bắc Carolina. Tại thời điểm năm 2000, quận có dân số 91,928 người. Quận lỵ đóng ở Wentworth6."
tr,"Torres Portekiz'de Trancoso belediyesine bağlı olan, 10,25 km2 yüzölçümüne sahip, 217 nüfuslu (2001) bir bucaktır."
fr,"Vaskelovo est une commune rurale du sud de l'Isthme de Carélie, dans le raïon de Vsevolojsk de l'Oblast de Léningrad."
vi,"Valiant Hearts: The Great War là một trò chơi giải đố, phiêu lưu được phát triển bởi Ubisoft Montpellier và được phát hành bởi Ubisoft. Trò chơi được lấy cảm hứng từ những bức thư ở Thế Chiến thứ nhất và có 4 nhân vật trong trò chơi cố gắng giúp một thanh niên người Đức tìm lại tình yêu của mình với sự sống còn, sự hi sinh và tình bạn."
